0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.999796950258314610e-04,0.000000000000000000e+00
4.603324830532073975e-02,2.099535241723060608e-02
5.686671286821365356e-02,7.044670730829238892e-02
1.450000405311584473e-01,1.273259967565536499e-01
3.322000205516815186e-01,1.999518573284149170e-01
7.164000868797302246e-01,2.920572757720947266e-01
9.793333411216735840e-01,3.990438878536224365e-01
1.179799914360046387e+00,5.317680239677429199e-01
1.318566679954528809e+00,6.685094833374023438e-01
1.446599960327148438e+00,8.147351145744323730e-01
1.570399999618530273e+00,9.767545461654663086e-01
1.692633271217346191e+00,1.145590305328369141e+00
1.812233209609985352e+00,1.316467881202697754e+00
1.927900314331054688e+00,1.479875445365905762e+00
2.041966676712036133e+00,1.653157234191894531e+00
2.149300098419189453e+00,1.808381557464599609e+00
2.256733179092407227e+00,1.959841012954711914e+00
2.359499931335449219e+00,2.105901956558227539e+00
2.467300176620483398e+00,2.241756916046142578e+00
2.576233148574829102e+00,2.364411354064941406e+00
2.676733493804931641e+00,2.477688550949096680e+00
2.770766735076904297e+00,2.587464094161987305e+00
2.861666679382324219e+00,2.690368652343750000e+00
2.958966732025146484e+00,2.780445814132690430e+00
3.048099756240844727e+00,2.869496345520019531e+00
3.133100032806396484e+00,2.954096078872680664e+00
3.223799943923950195e+00,3.038956403732299805e+00
3.315433263778686523e+00,3.123782157897949219e+00
3.399966955184936523e+00,3.206771373748779297e+00
3.468533277511596680e+00,3.287151575088500977e+00
3.534366846084594727e+00,3.366764307022094727e+00
3.591533422470092773e+00,3.440682411193847656e+00
3.672700405120849609e+00,3.514361143112182617e+00
3.758999586105346680e+00,3.585320711135864258e+00
3.832199335098266602e+00,3.660619735717773438e+00
3.868032932281494141e+00,3.721095085144042969e+00
3.936900138854980469e+00,3.786395549774169922e+00
3.989933252334594727e+00,3.852823972702026367e+00
4.057999610900878906e+00,3.914797544479370117e+00
4.102333545684814453e+00,3.979071617126464844e+00
4.158733367919921875e+00,4.042244434356689453e+00
4.218700408935546875e+00,4.096228122711181641e+00
4.277333259582519531e+00,4.156728267669677734e+00
4.321667194366455078e+00,4.215983390808105469e+00
4.346899509429931641e+00,4.272511005401611328e+00
4.397200107574462891e+00,4.324726581573486328e+00
4.438199996948242188e+00,4.377007484436035156e+00
4.454299449920654297e+00,4.422894001007080078e+00
4.525533676147460938e+00,4.467547416687011719e+00
4.556000709533691406e+00,4.504470825195312500e+00
4.556966781616210938e+00,4.542391300201416016e+00
4.562032699584960938e+00,4.578077793121337891e+00
4.583266258239746094e+00,4.597849369049072266e+00
4.577433586120605469e+00,4.624581813812255859e+00
4.598066329956054688e+00,4.647918224334716797e+00
4.629699707031250000e+00,4.659532070159912109e+00
4.628666400909423828e+00,4.667571067810058594e+00
4.637266159057617188e+00,4.680378437042236328e+00
4.647466659545898438e+00,4.686381816864013672e+00
4.660033702850341797e+00,4.695729732513427734e+00
4.655966758728027344e+00,4.701776027679443359e+00
4.659467220306396484e+00,4.708411216735839844e+00
4.654867172241210938e+00,4.731535434722900391e+00
4.621766567230224609e+00,4.753571987152099609e+00
4.588099956512451172e+00,4.773383140563964844e+00
4.584267139434814453e+00,4.792308807373046875e+00
4.576167106628417969e+00,4.812603950500488281e+00
4.568900108337402344e+00,4.827417850494384766e+00
4.586632728576660156e+00,4.834911823272705078e+00
4.577566146850585938e+00,4.838835716247558594e+00
4.574933528900146484e+00,4.841014862060546875e+00
4.572600841522216797e+00,4.837853431701660156e+00
4.549200057983398438e+00,4.829580307006835938e+00
4.506599426269531250e+00,4.820791721343994141e+00
4.476133823394775391e+00,4.801315784454345703e+00
4.451099872589111328e+00,4.778283119201660156e+00
4.420399665832519531e+00,4.754051208496093750e+00
4.391799926757812500e+00,4.727150440216064453e+00
4.337566375732421875e+00,4.695408821105957031e+00
4.272966861724853516e+00,4.658143520355224609e+00
4.249933719635009766e+00,4.613222599029541016e+00
4.183800220489501953e+00,4.559232711791992188e+00
4.131500244140625000e+00,4.501336574554443359e+00
4.084733009338378906e+00,4.434993267059326172e+00
4.050799846649169922e+00,4.363899230957031250e+00
3.994133472442626953e+00,4.288331985473632812e+00
3.941467046737670898e+00,4.213105201721191406e+00
3.879933595657348633e+00,4.132506847381591797e+00
3.821432828903198242e+00,4.052279472351074219e+00
3.746566772460937500e+00,3.974094629287719727e+00
3.684433460235595703e+00,3.897108554840087891e+00
3.608700275421142578e+00,3.820769309997558594e+00
3.536033630371093750e+00,3.751636028289794922e+00
3.448633193969726562e+00,3.680035829544067383e+00
3.371933698654174805e+00,3.613943576812744141e+00
3.289666414260864258e+00,3.552413702011108398e+00
3.224366426467895508e+00,3.498520135879516602e+00
3.138299942016601562e+00,3.436842441558837891e+00
3.064433336257934570e+00,3.385638236999511719e+00
2.972599506378173828e+00,3.333338260650634766e+00
2.884799718856811523e+00,3.281052112579345703e+00
2.791300058364868164e+00,3.223058462142944336e+00
2.686100006103515625e+00,3.156248807907104492e+00
2.581400156021118164e+00,3.094671010971069336e+00
2.476966381072998047e+00,3.017497777938842773e+00
2.375533342361450195e+00,2.939817428588867188e+00
2.264233350753784180e+00,2.861347436904907227e+00
2.156266450881958008e+00,2.766503334045410156e+00
2.044600248336791992e+00,2.668610334396362305e+00
1.929399967193603516e+00,2.571095466613769531e+00
1.811800360679626465e+00,2.453960657119750977e+00
1.691633343696594238e+00,2.327851533889770508e+00
1.574366688728332520e+00,2.195743799209594727e+00
1.451333403587341309e+00,2.053484678268432617e+00
