0.000000000000000000e+00,2.546791136264801025e-01
0.000000000000000000e+00,2.923349142074584961e-01
0.000000000000000000e+00,3.325992226600646973e-01
0.000000000000000000e+00,3.754129707813262939e-01
0.000000000000000000e+00,4.055183231830596924e-01
0.000000000000000000e+00,4.177194237709045410e-01
0.000000000000000000e+00,4.323091506958007812e-01
0.000000000000000000e+00,4.173095822334289551e-01
0.000000000000000000e+00,3.923090100288391113e-01
0.000000000000000000e+00,3.841446936130523682e-01
0.000000000000000000e+00,3.822288811206817627e-01
0.000000000000000000e+00,4.001155495643615723e-01
0.000000000000000000e+00,4.267617762088775635e-01
0.000000000000000000e+00,4.610668122768402100e-01
0.000000000000000000e+00,4.823950529098510742e-01
0.000000000000000000e+00,4.943266510963439941e-01
0.000000000000000000e+00,4.961161911487579346e-01
0.000000000000000000e+00,4.966790676116943359e-01
0.000000000000000000e+00,4.803761243820190430e-01
0.000000000000000000e+00,4.737357795238494873e-01
0.000000000000000000e+00,4.798769354820251465e-01
0.000000000000000000e+00,5.001395940780639648e-01
0.000000000000000000e+00,5.315008759498596191e-01
0.000000000000000000e+00,5.506255030632019043e-01
0.000000000000000000e+00,5.689727067947387695e-01
0.000000000000000000e+00,5.792730450630187988e-01
0.000000000000000000e+00,5.897904634475708008e-01
0.000000000000000000e+00,5.931458473205566406e-01
0.000000000000000000e+00,5.862835049629211426e-01
0.000000000000000000e+00,5.731248259544372559e-01
0.000000000000000000e+00,5.619397163391113281e-01
0.000000000000000000e+00,5.675423145294189453e-01
0.000000000000000000e+00,5.971980690956115723e-01
0.000000000000000000e+00,6.445512771606445312e-01
0.000000000000000000e+00,6.896600723266601562e-01
0.000000000000000000e+00,7.238099575042724609e-01
0.000000000000000000e+00,7.325927019119262695e-01
0.000000000000000000e+00,7.367561459541320801e-01
0.000000000000000000e+00,7.383630871772766113e-01
0.000000000000000000e+00,7.442981600761413574e-01
0.000000000000000000e+00,7.376760840415954590e-01
0.000000000000000000e+00,7.253929972648620605e-01
0.000000000000000000e+00,7.036890983581542969e-01
0.000000000000000000e+00,6.915611624717712402e-01
0.000000000000000000e+00,6.794691085815429688e-01
0.000000000000000000e+00,6.710634827613830566e-01
0.000000000000000000e+00,6.795398592948913574e-01
0.000000000000000000e+00,6.974800229072570801e-01
0.000000000000000000e+00,7.378104329109191895e-01
0.000000000000000000e+00,7.728211283683776855e-01
0.000000000000000000e+00,7.977812886238098145e-01
0.000000000000000000e+00,8.178613781929016113e-01
0.000000000000000000e+00,8.194155693054199219e-01
0.000000000000000000e+00,8.123703002929687500e-01
0.000000000000000000e+00,8.200631737709045410e-01
0.000000000000000000e+00,8.306524157524108887e-01
0.000000000000000000e+00,8.524291515350341797e-01
0.000000000000000000e+00,8.634390830993652344e-01
0.000000000000000000e+00,8.431015014648437500e-01
0.000000000000000000e+00,8.110408782958984375e-01
0.000000000000000000e+00,8.004179000854492188e-01
0.000000000000000000e+00,7.943513393402099609e-01
2.466741716489195824e-03,7.907630801200866699e-01
2.886671759188175201e-02,7.898966073989868164e-01
6.623335182666778564e-02,8.083046674728393555e-01
1.040666326880455017e-01,8.242811560630798340e-01
1.628666818141937256e-01,8.203812241554260254e-01
2.225666195154190063e-01,8.193852901458740234e-01
2.829667925834655762e-01,8.441402912139892578e-01
3.558000326156616211e-01,8.624452948570251465e-01
5.211000442504882812e-01,8.722130656242370605e-01
7.814334630966186523e-01,8.763057589530944824e-01
9.350665807723999023e-01,8.761319518089294434e-01
1.060066699981689453e+00,8.940752744674682617e-01
1.186599969863891602e+00,9.439663290977478027e-01
1.316866755485534668e+00,1.004295229911804199e+00
1.447499752044677734e+00,1.048212528228759766e+00
1.574733495712280273e+00,1.067610144615173340e+00
1.703066825866699219e+00,1.078574299812316895e+00
1.826300144195556641e+00,1.076720118522644043e+00
1.947999835014343262e+00,1.057057142257690430e+00
2.073433399200439453e+00,1.040109395980834961e+00
